sentence,label
අම්බෝ මේ ඉන්නේ කැරියවගේ,Bad
අම්බෝ මේ ඉන්නේකැරියවගේ,Bad
අම්බෝ මේ ඉන්නේ පොර වගේ,Good
පොර කුකුළන් විකිණීමට ඇත,Good 
මේ පාර නම් මම කොහොමහරි පාස් වෙනවා,Good
දැන් නම් ඉතිං ඔයාලට සරුයි වගේ,Good
මම තමයි මෙතන ඉන්න කැරියා,Bad
මම තමයි මෙතන ඉන්නකැරියා,Bad
මම තමයි මෙතන ඉන්න නිළධාරියා,Good
නිළධාරියා සේවය පැහැර හැර තිබේ,Good 
මට මහත්තයෝ ඔය කැරි සීන් තමා අල්ලන්නේ නැත්තේ,Bad
මට මහත්තයෝ ඔයකැරි සීන් තමා අල්ලන්නේ නැත්තේ,Bad
මට මහත්තයෝ ඔය කැරිසීන් තමා අල්ලන්නේ නැත්තේ,Bad
මට මහත්තයෝ ඔයකැරිසීන් තමා අල්ලන්නේ නැත්තේ,Bad
මට මහත්තයෝ ඔය ලොකු සීන් තමා අල්ලන්නේ නැත්තේ,Good
අර ලොකු ගෙදර මගේ,Good 
ඇයි ඔයා මම විතරක් අල්ලන්නේ,Good
මහත්තයෝ මට පොඩි උදව්වක කරන්න,Good
ඇට්ටිම්බ එක්ක සෙල්ලම් කරන්න ආසද,Bad
ඇට්ටිම්බඑක්ක සෙල්ලම් කරන්න ආසද,Bad
ඇටිගෙඩි එක්ක සෙල්ලම් කරන්න ආසද,Good
මට ඇටිගෙඩි ඕනේ වැඩකට,Good 
අම්බකිස්ස දේවාලෙට යමු,Bad
අම්බකිස්සදේවාලෙට යමු,Bad
විශ්ණු දේවාලෙට යමු,Good
යාපනයේ විශ්ණු දේවාලෙට යන ගමන්,Good 
කැරි ලොඳයා මේ ඉන්නේ,Bad
කැරිලොඳයා මේ ඉන්නේ,Bad
පොල් ලොඳයා මේ ඉන්නේ,Good
කුරුණෑගල පොල් ත්‍රිකෝණයට අයත් ප්‍රදේශයකි,Good
ඔය කෑල්ල නම් කැරි බඩුව බං,Bad
ඔය කෑල්ල නම්කැරි බඩුව බං,Bad
ඔය කෑල්ල නම් කැරිබඩුව බං,Bad
ඔය කෑල්ල නම්කැරිබඩුව බං,Bad
ඔය කෑල්ල නම් සුපිරි බඩුව බං,Good
සුපිරි සිනහවකට සිග්නල් දන්තාලෝප,Good
මේ ප්ලාස්ටික් කෑල්ල මොකේ එකක්ද,Good
ආයේ පාරක් සෙල්ලම් බඩුව කඩාගත්තා නේහ්,Good
මම කැමති රෝස පාටට තියෙන කිම්බ ගන්න,Bad
මම කැමති රෝස පාටට තියෙන කිම්බගන්න,Bad
මම කැමති රෝස පාටට තියෙනකිම්බ ගන්න,Bad
මම කැමති රෝස පාටට තියෙනකිම්බගන්න,Bad
මම කැමති රෝස පාටට තියෙන ඇඳුම් ගන්න,Good
ඉස්සරහ තියෙන් ඇඳුම් කඩෙන් පොඩ්ඩක් බලන්න,Good 
එයා මට කැමති නෑ වගේ,Good
රෝස මලේ නටුවේ කටූ,Good
අම්මට හුකන්න කතා කරන්න එපා,Bad
අම්මට හුකන්නකතා කරන්න එපා,Bad
අම්මටහුකන්න කතා කරන්න එපා,Bad
අම්මටහුකන්නකතා කරන්න එපා,Bad
අම්මට සැරෙන් කතා කරන්න එපා,Good
එක සැරෙන් එම වස්තුව නොපෙනී ගියේය,Good 
අපේ අම්මට නම් ඕවා කියන්න යන්න එපා,Good
මිනිස්සු මොන කතා කිව්වත් ඒවා එච්චර ගණන් ගන්න එපා,Good
තොගේ අම්මට හුකනවා දැන ගනිම්,Bad
තොගේ අම්මටහුකනවා දැන ගනිම්,Bad
තොගේ අම්මට හුකනවාදැන ගනිම්,Bad
තොගේ අම්මටහුකනවාදැන ගනිම්,Bad
තොගේ අම්ම්ට කියනවා දැන ගනිම්,Good
කියන දෙයක් ඉක්මනට කියනවා,Good 
ඉස්සරල ඕක කරන්න කලින් හරියට හිතට ගනිම්,Good
දැන දැන ඒ වැරද ආයේ කරන්න එපා,Good
අප්පට හුකනවා මාර වැඩේ වුණේ,Bad 
අප්පට හුකනවාමාර වැඩේ වුණේ,Bad
අප්පටහුකනවා මාර වැඩේ වුණේ,Bad
අප්පටහුකනවාමාර වැඩේ වුණේ,Bad
අප්පට සිරි මාර වැඩේ වුණේ,Good
ලංකාවේ සිරි අසිරි නැරඹීමට සංචාරකයන් මෙරටට පැමිණේ,Good
ඒ වැඩේ දැන් තමා ඉවර කළේ,Good
අප්පට මේක පොඩ්ඩක් ඇතුළට ගියානේ,Good
අප්පට හුකන්න වගේ කතා කියන්න එපා බොසා,Bad
අප්පට හුකන්නවගේ කතා කියන්න එපා බොසා,Bad
අප්පටහුකන්න වගේ කතා කියන්න එපා බොසා,Bad
අප්පටහුකන්නවගේ කතා කියන්න එපා බොසා,Bad
අප්පට යන්න වගේ කතා කියන්න එපා බොසා,Good
ඔය ළමයි දැන් ගෙදර යන්න,Good 
මිනිස්සුන්ට ඔහොම කතා හදන්න එපා,Good
බොසා අපි එහෙනම් කැපුණා,Good
දන්නැද්ද ඌ ගමේ ඉන්න හම්බ කැරියා,Bad
දන්නැද්ද ඌ ගමේ ඉන්න හම්බකැරියා,Bad
දන්නැද්ද ඌ ගමේ ඉන්න හම්බ ගොනා,Good 
ගොනා ගැල් සීයක් බර අදියි,Good
මුන් මහ කැරි හම්බයො ටිකක්,Bad
මුන් මහකැරි හම්බයො ටිකක්,Bad
මුන් මහ කැරිහම්බයො ටිකක්,Bad
මුන් මහකැරිහම්බයො ටිකක්,Bad
මුන් මහ බූරු හම්බයො ටිකක්,Good
සනත් පුතා දැන්වත් ඔය පුත්තලම් බූරු කතා කියන එක නවත්වන්න,Good
අනේ ටිකක් එහාට වෙන්න,Good
මහ රජ ගැමුණු රට එක්සේසක් කළේය,Good  
ඒ මොන කැරි වැඩක්ද කලේ,Bad
ඒ මොන කැරිවැඩක්ද කලේ,Bad
ඒ මොනකැරි වැඩක්ද කලේ,Bad
ඒ මොනකැරිවැඩක්ද කලේ,Bad
ඒ මොන කැත වැඩක්ද කලේ,Good
ඒ ළමයා ඔය කියන තරම් කැත නෑ,Good 
ඇයි කලේ මුලු හදින්ම ඔබ මට ආදරේ,Good
ශ්‍රී වික්‍රම රාජසිංහ රජු රජ කලේ මොන කාලේද,Good
ඒකි නම් කැරි සැප දෙනවා,Bad
ඒකි නම් කැරිසැප දෙනවා,Bad
ඒකි නම්කැරි සැප දෙනවා,Bad
ඒකි නම්කැරිසැප දෙනවා,Bad
ඒකි නම් පට්ට සැප දෙනවා,Good
ඔතන තියෙන ගහෙන් පට්ට ටිකක් ඉරාගෙන එන්න,Good 
ඒකි එහෙම නෑ බං,Good
සිදුහත් කුමරු රජගෙයි සැප අත් හැරියේය,Good
ලෑලි පුක දැක්කොත් කියන්න,Bad
ලෑලිපුක දැක්කොත් කියන්න,Bad
ලෑලි පුකදැක්කොත් කියන්න,Bad
ලෑලිපුකදැක්කොත් කියන්න,Bad
ලෑලි පුටු දැක්කොත් කියන්න,Good
තාත්තා ගෙදරට පුටු ගෙනාවේය,Good 
ඕකුන් ඉන්නේ ඔය මුහුද ලඟ ලෑලි මඬුවේ,Good
එළියෙන් ගිහින් පුටු දෙකක් තියන්න,Good
ඔය කෝටු පයිය ටිකක් හදාගන්නවකෝ,Bad
ඔය කෝටුපයිය ටිකක් හදාගන්නවකෝ,Bad
ඔය කෝටු පයියටිකක් හදාගන්නවකෝ,Bad
ඔය කෝටුපයියටිකක් හදාගන්නවකෝ,Bad
ඔය කෝටු ඇඟ ටිකක් හදාගන්නවකෝ,Good
මෙතන ඇඟ පේන්න ඇඳුම් අදින්න එපා,Good 
මට සීතල වතුර ටිකක් දෙන්න,Good
කෝටු කෑලි තබාලා පොඩි පරඩැල් කොළ ගෙනැල්ලා,Good
මේ දාර පයිය උඹට ඇතිද,Bad
මේ දාරපයිය උඹට ඇතිද,Bad
මේ දාර පයියඋඹට ඇතිද,Bad
මේ දාරපයියඋඹට ඇතිද,Bad
මේ දාර පිත්ත උඹට ඇතිද,Good
මට පොඩ්ඩක් උඹේ ක්‍රිකට් පිත්ත දියන්කෝ,Good 
මේ ඔයාට බත් ඇතිද,Good
පොඩ්ඩක් දාර තියෙන හරිය අල්ලලා බලන්න,Good
ඒක නිකන් ටොම්බ හිල වගේ,Bad
ඒක නිකන්ටොම්බ හිල වගේ,Bad
ඒක නිකන් ටොම්බහිල වගේ,Bad
ඒක නිකන්ටොම්බහිල වගේ,Bad
ඒක නිකන් ඉඳිකටු හිල වගේ,Good
මහන මැෂිමේ ඉඳිකටු ටික කැඩුණා,Good 
මල්ලි නිකන් ඉදල සල්ලි හොයන්න විදියක් තියෙයි,Good
මේකේ හිල පොඩි නිසා ටිකක් අමාරුයි,Good 
කැරි මයිල් හින්දා මොකුත් කරන්න බෑ,Bad
කැරිමයිල් හින්දා මොකුත් කරන්න බෑ,Bad
බඩේ මයිල් හින්දා මොකුත් කරන්න බෑ,Good
මට බඩේ අමාරුව හැදුනා,Good
හලෝ පයි චූටි මල්ලිට එහෙම කොහොමද,Bad
හලෝ පයිචූටි මල්ලිට එහෙම කොහොමද,Bad
හලෝපයි චූටි මල්ලිට එහෙම කොහොමද,Bad
හලෝපයිචූටි මල්ලිට එහෙම කොහොමද,Bad
හලෝ සුදු චූටි මල්ලිට එහෙම කොහොමද,Good
මගේ සුදු ඇඳුම් ටික ළමයෙකුට දුන්නා,Good   
මල්ලිට තාම උණද,Good
චූටි දූ තරහා වෙලා,Good
උබේ ටොපා මොන පාටද,Bad
උබේටොපා මොන පාටද,Bad
උබේ ටොපාමොන පාටද,Bad
උබේටොපාමොන පාටද,Bad
උබේ මාලේ මොන පාටද,Good
ඔය මාලේ කඩෙන්ද ගත්තේ,Good
උබ හෙට මොන පාටද අඳින්නේ,Good
මේ මොන විකාරයක්ද මේ,Good
අයියෝ ෆක් නේ,Bad
අයියෝ ෆක්නේ,Bad
අයියෝෆක් නේ,Bad
අයියෝෆක්නේ,Bad
අයියෝ ලැජ්ජයි නේ,Good
මට නම් ඕවා කියන්න බෑ මොකද මට ලැජ්ජයි,Good
අයියෝ දැන් කොහොමද ගෙදර යන්නේ,Good
කරපු වැඩේ කැතයි නේ,Good
අනේ හුක් පල යන්න මෙතනින්,Bad
අනේ හුක්පල යන්න මෙතනින්,Bad
අනේහුක් පල යන්න මෙතනින්,Bad
අනේහුක්පල යන්න මෙතනින්,Bad
අනේ ගොබ්බයා පල යන්න මෙතනින්,Good
ගොබ්බයා මම නෙමේ උඹනේ යකෝ,Good 
මෙතනින් එහාල මොකක් වෙයිද දන්නෑ,Good
අනේ එහෙම කරන්න එපා අපිට,Good
තොංගලේ ගෑනු නේ,Bad
තොංගලේගෑනු නේ,Bad
මීගමුවේ ගෑනු නේ,Good
අපි නිවාඩුවට මීගමුවේ ගියෙමු,Good   
හුකා මට ඒක ගේන්න අමතක වුණා,Bad
හුකාමට ඒක ගේන්න අමතක වුණා,Bad
හුටා මට ඒක ගේන්න අමතක වුණා,Good
හුටා මාර කේස් එක වෙන්න යන්නේ,Good 
කිඹි ජූස් කියන්නේ මොනවටද,Bad
කිඹිජූස් කියන්නේ මොනවටද,Bad
ලෙමන් ජූස් කියන්නේ මොනවටද,Good
ලෙමන් ගෙඩි ටිකක් නැද්ද ගන්න,Good 
උඹ මෙතන හුකනවනෙ ඉතින්,Bad 
උඹ මෙතනහුකනවනෙ ඉතින්,Bad
උඹ මෙතන හුකනවනෙඉතින්,Bad  
උඹ මෙතනහුකනවනෙඉතින්,Bad 
උඹ මෙතන නානවනේ ඉතින්,Good
ඒත් මම තාම නානවනේ,Good
ඉතින් උඹ දැන් මොනවද කරන්නේ,Good
උඹ මං ගැන මොකක් හිතුවත් කමක් නෑ,Good
තෝ වැඩක් කරන්නේ නැතුව මෙතන හුකනවනේ ඉතින්,Bad
තෝ වැඩක් කරන්නේ නැතුව මෙතනහුකනවනේ ඉතින්,Bad
තෝ වැඩක් කරන්නේ නැතුව මෙතන හුකනවනේඉතින්,Bad
තෝ වැඩක් කරන්නේ නැතුව මෙතනහුකනවනේඉතින්,Bad
තෝ වැඩක් කරන්නේ නැතුව මෙතන කියවනවනේ ඉතින්,Good
උන් කියවන්න ගත්තාම කියවනවනේ කියවිල්ලක්,Good 
තෝ වැඩේ ඉවර කර ගත්තා නම් ඉක්මන මෙතනින් යන්න,Good
සල්ලි නැතුව කවුරුවත් කිසි දෙයක් කරන්නෑ,Good
බේසිකෙ පුතේ මේක මට කරල දියන්,Bad
බේසිකෙපුතේ මේක මට කරල දියන්,Bad
අමරගේ පුතේ මේක මට කරල දියන්,Good
මේ අමරගේ පවුලද,Good 
ඔය බේසිගෙ ළමයි මෙතන ඉන්නවා,Bad
ඔයබේසිගෙ ළමයි මෙතන ඉන්නවා,Bad
ඔය බේසිගෙළමයි මෙතන ඉන්නවා,Bad
ඔයබේසිගෙළමයි මෙතන ඉන්නවා,Bad
ඔය අම්මගේ ළමයි මෙතන ඉන්නවා,Good
අම්මගේ ෆෝන් එක රින්ග් වෙනවා,Good 
ළමයි ඉකමන ලැහැස්ති වෙන්න,Good
ඉන්නවා නම් මෙතන ඉන්න එපෑයෑ,Good
බේසික්ගෙ කතා මෙතනට අදාල නෑ,Bad
බේසික්ගෙකතා මෙතනට අදාල නෑ,Bad
ප්‍රබන්ධ කතා මෙතනට අදාල නෑ,Good
ඇය විද්‍යා ප්‍රබන්ධ කතා කියවීමට ඇල්මක් දක්වයි,Good
නාමල් පම්කයා මිනිස්සු රවට්ටන්නයි හදන්නේ,Bad
නාමල්පම්කයා මිනිස්සු රවට්ටන්නයි හදන්නේ,Bad
නාමල් පම්කයාමිනිස්සු රවට්ටන්නයි හදන්නේ,Bad
නාමල්පම්කයාමිනිස්සු රවට්ටන්නයි හදන්නේ,Bad
නාමල් කපටියා මිනිස්සු රවට්ටන්නයි හදන්නේ,Good
නරියා කැළේ ඉන්න ලොකුම කපටියා,Good 
නාමල් මිටක් දෝතින් අරන්,Good
ඕකා උඹව රවට්ටන්නයි හදන්නේ,Good
මේ හුම්තා මෙච්චර වෙලා මොනා කරනවද මන්දා,Bad
මේහුම්තා මෙච්චර වෙලා මොනා කරනවද මන්දා,Bad
මේ හුම්තාමෙච්චර වෙලා මොනා කරනවද මන්දා,Bad
මේහුම්තාමෙච්චර වෙලා මොනා කරනවද මන්දා,Bad
මේ මිනිහ මෙච්චර වෙලා මොනා කරනවද මන්දා,Good
මිනිහ ලෝක වාර්තාවක් තියන්නයි යන්නේ,Good
මම නම් ගොඩක් වෙලා මෙතන්ට ඇවිල්ලා,Good
අපි කියල මොනා කරන්නද,Good
උඹලා මහ හුම්කන චරිතනේ,Bad
උඹලා මහ හුම්කනචරිතනේ,Bad
උඹලා මහහුම්කන චරිතනේ,Bad
උඹලා මහහුම්කනචරිතනේ,Bad
උඹලා මහ අමුතු චරිතනේ,Good
ශ්‍රී ලංකාව ඉන්දියන් සාගරේ පිහිටි අමුතු ඇටයකි,Good
උඹලා සුපිරි චරිතනේ,Good
උඹලා දැන් මොකක්ද කරන්න හිතන් ඉන්නේ,Good
ටෞක් පාරෙන් අයින්වෙයන්,Bad
ටෞක්පාරෙන් අයින්වෙයන්,Bad
කොල්ලෝ පාරෙන් අයින්වෙයන්,Good
කොල්ලෝ එහෙම තමයි,Good 
මාර්ක් හුප්තා මාව බෑන්ඩ් කළා,Bad
මාර්ක්හුප්තා මාව බෑන්ඩ් කළා,Bad
මාර්ක් හුප්තාමාව බෑන්ඩ් කළා,Bad
මාර්ක්හුප්තාමාව බෑන්ඩ් කළා,Bad
මාර්ක් අයියා මාව බෑන්ඩ් කළා,Good
අයියා නංගි සමඟ සෙල්ලම් කරයි,Good 
මේ බෑන්ඩ් එක මට දෙන්නකෝ,Good
මාව මොකටද මෙහාට ගෙනාවේ,Good
බැසිල් පම්කයා තමයි රට කෑවේ,Bad
බැසිල්පම්කයා තමයි රට කෑවේ,Bad
බැසිල් පම්කයාතමයි රට කෑවේ,Bad
බැසිල්පම්කයාතමයි රට කෑවේ,Bad
බැසිල් මාමා තමයි රට කෑවේ,Good
හඳ මාමා ඉන්නේ පෝය ළං වෙනකොට පුතේ,Good 
පොල් මාමා පොල් වගයක් තියෙනවා,Good
මේ රට මගේ රට මා ඉපදුන රට,Good
ඩොක්ටර් දන්න පම්ක,Bad 
ඩොක්ටර් දන්නපම්ක,Bad 
ඩොක්ටර් දන්න ඉටිගෙඩිය,Good
ඉටිගෙඩිය කියන්නේ මොකේටද,Good
ඕකට ඔච්චර හැමිනෙන්න හදන්න එපා බං,Bad
ඕකට ඔච්චරහැමිනෙන්න හදන්න එපා බං,Bad
ඕකට ඔච්චර හැමිනෙන්නහදන්න එපා බං,Bad
ඕකට ඔච්චරහැමිනෙන්නහදන්න එපා බං,Bad
ඕකට ඔච්චර දඟලන්න හදන්න එපා බං,Good
මේකට අච්චර දඟලන්න ඕනේ නෑ,Good
මට අද මොනව හරි අලුත් කෑමක් හදන්න හිතෙනවා,Good
ඕක ඇයි අච්චර වටිනවා කියන්නේ,Good
උඹ ඕකත් එක්ක හැමිනියන්,Bad
උඹ ඕකත් එක්කහැමිනියන්,Bad
උඹ ඕකත් එක්ක පලයන්,Good
අනේ බං පලයන් යන්න නිකන් බොරු බේගල් ඇද බාන්නෙ නැතුව,Good
තෝ එකක් එකත් එක්ක හැමිනුනා නේ,Bad
තෝ එකක් එකත් එක්කහැමිනුනා නේ,Bad
තෝ එකක් එකත් එක්ක හැමිනුනානේ,Bad
තෝ එකක් එකත් එක්කහැමිනුනානේ,Bad
තෝ එකක් එකත් එක්ක ගියා නේ,Good
තාත්තා කුඹුරට ගියා,Good
මේක නම් තේ එකක් බොන්න හොඳ වෙලාව,Good
එකත් එකටම ඌ හරි මෙතනදී,Good
පල පගෝර් යන්න,Bad
පල පගෝර්යන්න,Bad
පලපගෝර් යන්න,Bad
පලපගෝර්යන්න,Bad
පල බූරුවා යන්න,Good
බූරුවා කියන තරම් මෝඩ සතෙක් නෙමේ ඈ,Good
අපි මේ යන්න කියල හිතුවේ,Good
අප්පෝ වදයක් වෙන්නැතිව මේක අරන් ඉකමනට මෙතනින් පල,Good
අනේ පගෝ මොකක්ද දැන් උබ කියන්නේ,Bad
අනේපගෝ මොකක්ද දැන් උබ කියන්නේ,Bad
අනේ පගෝමොකක්ද දැන් උබ කියන්නේ,Bad
අනේපගෝමොකක්ද දැන් උබ කියන්නේ,Bad
අනේ සගෝ මොකක්ද දැන් උබ කියන්නේ,Good
සගෝ මේකට හරි උත්තරය කියන්නකො,Good
මොකක්ද බං අරූ ඔය කියන්නේ,Good
අනේ දෙවියනි මට වාතයක් වෙන්නැතිව පාඩුවේ ඉන්න දෙන්න,Good
උබ දන්න පගක් කතා කොරහන්,Bad
උබ දන්නපගක් කතා කොරහන්,Bad
උබ දන්න පගක්කතා කොරහන්,Bad
උබ දන්නපගක්කතා කොරහන්,Bad
උබ දන්න දෙයක් කතා කොරහන්,Good
මම ඔයාට දෙයක් පෙන්නන්නද,Good
මෙතන ලත වෙන්නැතිව මම කියපු දේ කියපු විදියට කොරහන්,Good
දන්න නොදන්න හැමදෙයක්ම හරියටම දැන ගන්න,Good
අද ඌ ඇවිල්ල නම් හිකෙනවා ඈ,Bad
අද ඌ ඇවිල්ල නම් හිකෙනවාඈ,Bad
අද ඌ ඇවිල්ල නම්හිකෙනවා ඈ,Bad
අද ඌ ඇවිල්ල නම්හිකෙනවාඈ,Bad
අද ඌ ඇවිල්ල නම් කෙලවෙනවා ඈ,Good
ඇයි උඹ කෙලවෙනවා කියල දැන දැන් ඕකම කරන්නේ,Good
සද්දේ මොකෝ අවුරුද්ද ඇවිල්ල ද,Good
අද මොකක් හරි වැදගත් දවසක්ද,Good
මෙයා මේ කිම්බක් කතා කරන්වා,Bad
මොන කිම්බක්ද බං ඔය කියන්නේ,Bad
ඔය කිම්බ ගැන නම් මට දැන් අහල ඇති වෙලා තියෙන්නේ,Bad
ඔය කිම්බ පෙන්නන්ද මට එන්න කිව්වේ?,Bad
අනේ පල කිම්බෝ යන්න,Bad
කිම්බි වැඩ නම් කියන්න එපා කරන්නෑ,Bad
ඇයි බං ඔය කිම්බිට ඔච්චර කැමති,Bad
අප්පෝ කිම්බක් දැක්කොත් ඉවරයි ඉදලා,Bad
දැන් ඉතින් ඔය කිම්බ බලාගෙන අතේ ගහපන්,Bad
ආන් අර උඹේ කිම්බි උඹට කතා කරනවා,Bad
ඡන්දේ කාලේට ඔය කියන එක එක බොරු කතාවලට රැවටෙන්න එපා,Good
මොන හූනියම ගැනද ඔය කියන්නේ,Good
අහල පහල එව්න්ට ඉන්න විදියකුත් නෑ ඔය සද්දේ නිසා,Good
දැන් ඔයා අපිට මොකක්ද මේ පෙන්නන්න හදන්නේ,Good
ගෙම්බෝ මාළු කනවද?,Good
වැඩක් එහෙම තියෙනවා නම් කතා කරහල්ලා අනිවා අපි එනවා,Good
ඔයා කැමතිම ගීතය මොකක්ද?,Good
මොනවා හරි අමුතු දෙයක් දැක්කොත් අපිට කියන්න,Good
මගේ අතේ මොකක් හරි අමාරුවක් තියෙනවා,Good
අර අතන ඈත පේන කඳු මුදුනේ තමයි අපේ ගෙදර තියෙන්නේ,Good
දමිතා හුත්තියක් කියල අපි ඔක්කෝම දන්නවනේ,Bad
අනේ හුත්තියේ මම ඒක ගැන නෙමේ කියන්නේ,Bad
ඔය හුත්තට ඉන්න බැයිනම් නැගිටල යන්න පුළුවන්,Bad
ඔය එක හුත්තෙක්ගේ බල තන්හාවට ඡන්දේ නොතිය ඉන්න බෑ,Bad
ඔය හුත්තාලා ඔක්කෝම කෙරුවේ රටට විණ කරපු එක විතරයි,Bad
හුත්තියේ මම උඹට ආදරෙයි හුත්තියේ,Bad
දැන් මම මේ හුත්තිගේ පුතාට කිව්වා මේක හරියට මට කරල දීපං කියල,Bad
මේ හුත්තික් කොල්ලා හිතන් ඉන්නේ ඌ විතරයි කෙරුමා කියල,Bad
මේ හුත්තෝ මම ආයේ උඹට කියන්නෑ හරිය,Bad
අනේ පාඩුවේ වැඩක් බලාගනින් හුත්ත,Bad
සිංහල දෙමළ කියල එකක් නෑ අපි ඔක්කෝම එක අම්මගේ දරුවෝ වගේ,Good
මම නම් ආයේ ඔය මෝඩ වැඩේ නම් කරන්න යන්නෑ සත්තයි,Good
උට කරන්න බැයිනම් පුළුවන් එකෙකුට ඕක දීලා යන්න ඕනේ,Good
මට යන්න කියල බල කරපු නිසයි ගියේ නැත්තම් යන්නෑ,Good
අර කියනවා අපිට අරයා කරපු හැටි ගැන මෙයා කියනවා මෙයා කරපු හැටි ගැන කවුරුවත් කියන්නෑ අපි කරපු හැටි ගැන අපි තමයි හොඳටම කරල තියෙන්නේ,Good
ආදරෙයි ආදරෙයි අම්මට වගේ ආදරෙයි ආදරෙයි තාත්තට වගේ,Good
දැන් නම් සීතල වීගෙන එනවා,Good
කොල්ලා මේ වී ටික ගෙට දාපං,Good
ආයේ ආයේ නොම ඉවසන් හිස ඔසවමු හිත ඇති විමසුම්,Good
මේ කන්නත් ගිය කන්න වගේ පාඩුයි පුතේ,Good
අනේ පකෝ මම උඹට කිව්වේ නැද්ද ඉක්මනට වරෙන් කියල,Bad
උබ කව්ද මාව වාඩි කරන්න මාව වාඩි කරන්න බෑ පකයා,Bad
එක එකාගේ පකේ කතාවලට අහුවෙලා අන්තිමේට මාව අල්ල ගන්න එපා,Bad
මේ පකයට කන් ඇහෙන්නෙත් නෑ ඇස් පේන්නෙත් නෑ,Bad
ඔය පකයන්ගේ නම් විතරයි වෙනස් නැත්තම් ඔක්කෝම එකයි,Bad
මේ ඉන්නේ අනිත් පකයා,Bad
මේ පකයට මම කීපාරක් කතා කරාද කන්න වරෙන් කියල,Bad
ඔය මහ පකයා තමා හැමදාම මගේ කොණ්ඩේ අල්ලන්නේ,Bad
මේ පකයටත් මොකක් හරි බෙහෙතක් දෙන්න වෙයි වගේ,Bad
ඒ පකයන්ට ඔක්කෝම වැඩ තියෙන්නේ මෙතන,Bad
පුතේ ඉක්මනට කඩේට ගිහිල්ලා සීනි කිලෝ එකක් ගෙනෙන්,Good
ආන් වාඩියට පොලිසියෙන් පැනලා,Good
අනේ පව් ඒ සතා මැරිල තියෙන්නේ අටවපු මද්දකට අහුවෙලා,Good
මම දන්නෑ මම ගොළු නිසා මට පේන්නෑ මම අන්ධ නිසා මට ඇහෙන්නෑ,Good
එක එකාට ඕන විදියට උඹ වෙනස් වෙන්න ඕනේ නෑ උඹ උඹ වෙයන් කවුරුත් වෙන්න ඕනෙ නෑ,Good
ඉන්නේ කන්නේ බොන්නේ මොකටද හෙටක් අව්ව පින්න බලන් නැතුව ගින්න දෙනවා මලක්,Good
කීපාරක් දවසට දත් මදිනවද,Good
කොණ්ඩේ වැඩියිද කපන්න වෙයි නේ,Good
ඇත්තට ඔය ලෙඩේට තාම හරි බෙහෙතක් විද්‍යාඥයන්ට හොයාගන්න බැරි වෙලා තියෙනවා,Good
මෙතන පොඩ්ඩක් අස්පස් කරල ගත්ත නම් හරි,Good
මට නම් ඔය හුකන කතා කියන්න බෑ,Bad
මෙතන උඹට හුකන්න දෙයක් වුනේ නෑනේ,Bad
එක එකත් එක්ක හුකල දැන් එන්න එපා පත්තිනි අම්මා වෙන්න,Bad
අපි හුකන හැමෝටම තෑගි දෙනවා,Bad
දැන් උඹ හදන්නේ මට කියල හුකෝ ගන්න,Bad
හුකා මට ඒක ගේන්න අමතක වුණානේ,Bad
අම්මට හුකන වැඩ කරල මාරු වෙන්න හදන්න නම් හිතන්නවත් එපා මාත් එක්ක නම්,Bad
උඹ ඔය වගේ ගෑනු කීයක් හුකල අත ඇරිය ද බං,Bad
මෙතනින් අඩියක් ඉස්සරහට එන්න එපා හුකෝල ගෙදර යවන්නේ,Bad
උඹ හිතන්නේ උඹ හිතන තරම් ලේසියෙන් මට හුකන්න පුළුවන් කියලද,Bad
මේ හුකන බල්ලා ඒ කරපු බලු වැඩේ මොකක්ද,Bad
කුකුළා කිකිළිට හුකල තමයි බිත්තර හම්බෙන්නේ,Bad
තෝ මහ හුකන කතාවක් මට කිව්වේ,Bad
ආයේ මම උඹලගේ ඔය හුකන වැඩවලට නම් උදව් කරන්නේ නෑ,Bad
මේවා මහ හුකන වැඩ බං,Bad
අපි ටොක්ක නම් ටොක්ක බොක්ක නම් බොක්ක හරිය,Good
ඇත්ත කතාව නම් ඒක ඔයාට අදාල නෑනේ,Good
පත්තිනි හැල්ල දන්නවද?,Good
නත්තල් සීයා මේ නත්තලට පුංචි හැමෝටම තෑගි ගේනවා,Good
ඒපාර මොකක්ද ඔයා කරන්න හදන්නේ,Good
මට එයාව අමතක කරන්න බෑ ජනා,Good
මේ සාරිය මම අම්මට ගත්තේ උපන් දිනේට,Good
මේක අත ඇරෙන්නේ නැති වෙන්න හයියෙන් තද කරල අල්ල ගන්න,Good
වැටෙන පිළිතුරු බලන්න අඩියක් ඉස්සරහට එන්න,Good
ඔය හිතන තරම් ඕක ලේසි වැඩක් නම් ඉතිං හැමෝම කරයි නේ,Good
කවුරුන් හෝ තැනෙත්තේක් බලු පැටවුන් පාරේ දමා ගොස් ඇත,Good
ආයේ ඉතින් බිත්තරයක් කරන්න වෙන්නේ කෝටිපතියෙක්ට විතරයි,Good
මේ සතියේ උදේ කතාව කවුද මට දැම්මේ මම දන්නෙත් නෑ,Good
මට පොඩි උදව්වක් කරන්න පුළුවන්ද?,Good
මොකක්ද ඔය කරන වැඩකට නැති මෝඩ හරක් වැඩේ,Good
මෙයා මේ පයියක් කතා කොරාලා,Bad
තෝ දන්න පයිය තමා,Bad
