sentence,label
mata ada monawa hari aluth kemak hadanna hithenawa,Good
oka eyi achchara watinawa kiyanne,Good
umba okath ekka heminiyan,Bad
umba okath ekkaheminiyan,Bad
umba okath ekka palayan,Good
ane ban palayan yanna nikan boru begal eda banne nethuwa,Good
tho ekak ekath ekka heminuna ne,Bad
tho ekak ekath ekkaheminuna ne,Bad
tho ekak ekath ekka heminunane,Bad
tho ekak ekath ekkaheminunane,Bad
tho ekak ekath ekka giya ne,Good
thaththa kumburata giya,Good
meka nam the ekak bonna honda welawa,Good
ekath ekatama u hari methanadee,Good
pala pagor yanna,Bad
pala pagoryanna,Bad
palapagor yanna,Bad
palapagoryanna,Bad
pala buruwa yanna,Good
buruwa kiyana tharam moda sathek neme e,Good
api me yanna kiyala hithuwe,Good
appo wadayak wennethiwa meka aran ikamanata methanin pala,Good
ane pago mokakda den uba kiyanne,Bad
anepago mokakda den uba kiyanne,Bad
ane pagomokakda den uba kiyanne,Bad
anepagomokakda den uba kiyanne,Bad
ane sago mokakda den uba kiyanne,Good
sago mekata hari uththaraya kiyannako,Good
mokakda ban aru oya kiyanne,Good
ane dewiyani mata wathayak wennethiwa paduwe inna denna,Good
uba danna pagak katha korahan,Bad
uba dannapagak katha korahan,Bad
uba danna pagakkatha korahan,Bad
uba dannapagakkatha korahan,Bad
uba danna deyak katha korahan,Good
mama oyata deyak pennannada,Good
methana latha wennethiwa mama kiyapu de kiyapu widiyata korahan,Good
danna nodanna hemadeyakma hariyatama dena ganna,Good
ada u ewilla nam hikenawa e,Bad
ada u ewilla nam hikenawae,Bad
ada u ewilla namhikenawa e,Bad
ada u ewilla namhikenawae,Bad
ada u ewilla nam kelawenawa e,Good
eyi umba kelawenawa kiyala dena den okama karanne,Good
sadde moko awurudda ewilla da,Good
ada mokak hari wedagath dawasakda,Good
meya me kimbak katha karanwa,Bad
mona kimbakda ban oya kiyanne,Bad
oya kimba gena nam mata den ahala ethi wela thiyenne,Bad
oya kimba pennanda mata enna kiwwe?,Bad
ane pala kimbo yanna,Bad
kimbi weda nam kiyanna epa karanne,Bad
eyi ban oya kimbita ochchara kemathi,Bad
appo kimbak dekkoth iwarayi idala,Bad
den ithin oya kimba balagena athe gahapan,Bad
an ara umbe kimbi umbata katha karanawa,Bad
chande kaleta oya kiyana eka eka boru kathawalata rewatenna epa,Good
mona huniyama genada oya kiyanne,Good
ahala pahala ewnta inna widiyakuth ne oya sadde nisa,Good
den oya apita mokakda me pennanna hadanne,Good
gembo malu kanawada?,Good
wedak ehema thiyenawa nam katha karahalla aniwa api enawa,Good
oya kemathima geethaya mokakda?,Good
monawa hari amuthu deyak dekkoth apita kiyanna,Good
mage athe mokak hari amaruwak thiyenawa,Good
ara athana etha pena kandu mudune thamayi ape gedara thiyenne,Good
damitha huththiyak kiyala api okkoma dannawane,Bad
ane huththiye mama eka gena neme kiyanne,Bad
oya huththata inna beyinam negitala yanna puluwan,Bad
oya eka huththekge bala thanhawata chande nothiya inna be,Bad
oya huththala okkoma keruwe ratata wina karapu eka witharayi,Bad
huththiye mama umbata adareyi huththiye,Bad
den mama me huththige puthata kiwwa meka hariyata mata karala deepan kiyala,Bad
me huththik kolla hithan inne u witharayi keruma kiyala,Bad
me huththo mama aye umbata kiyanne hariya,Bad
ane paduwe wedak balaganin huththa,Bad
sinhala demala kiyala ekak ne api okkoma eka ammage daruwo wage,Good
mama nam aye oya moda wede nam karanna yanne saththayi,Good
uta karanna beyinam puluwan ekekuta oka deela yanna one,Good
mata yanna kiyala bala karapu nisayi giye neththam yanne,Good
ara kiyanawa apita araya karapu heti gena meya kiyanawa meya karapu heti gena kawuruwath kiyanne api karapu heti gena api thamayi hondatama karala thiyenne,Good
adareyi adareyi ammata wage adareyi adareyi thaththata wage,Good
den nam seethala weegena enawa,Good
kolla me wee tika geta dapan,Good
aye aye noma iwasan hisa osawamu hitha ethi wimasum,Good
me kannath giya kanna wage paduyi puthe,Good
ane pako mama umbata kiwwe nedda ikmanata waren kiyala,Bad
uba kawda mawa wadi karanna mawa wadi karanna be pakaya,Bad
eka ekage pake kathawalata ahuwela anthimeta mawa alla ganna epa,Bad
me pakayata kan ehenneth ne es penneth ne,Bad
oya pakayange nam witharayi wenas neththam okkoma ekayi,Bad
me inne anith pakaya,Bad
me pakayata mama keeparak katha karada kanna waren kiyala,Bad
oya maha pakaya thama hemadama mage konde allanne,Bad
me pakayatath mokak hari behethak denna weyi wage,Bad
e pakayanta okkoma weda thiyenne methana,Bad
puthe ikmanata kadeta gihilla seeni kilo ekak genen,Good
an wadiyata polisiyen penala,Good
ane paw e satha merila thiyenne atawapu maddakata ahuwela,Good
mama danne mama golu nisa mata penne mama andha nisa mata ehenne,Good
eka ekata ona widiyata umba wenas wenna one ne umba umba weyan kawuruth wenna one ne,Good
inne kanne bonne mokatada hetak awwa pinna balan nethuwa ginna denawa malak,Good
keeparak dawasata dath madinawada,Good
konde wediyida kapanna weyi ne,Good
eththata oya ledeta thama hari behethak widyagnayanta hoyaganna beri wela thiyenawa,Good
methana poddak aspas karala gaththa nam hari,Good
mata nam oya hukana katha kiyanna be,Bad
methana umbata hukanna deyak wune nene,Bad
eka ekath ekka hukala den enna epa paththini amma wenna,Bad
api hukana hemotama thegi denawa,Bad
den umba hadanne mata kiyala huko ganna,Bad
huka mata eka genna amathaka wunane,Bad
ammata hukana weda karala maru wenna hadanna nam hithannawath epa math ekka nam,Bad
umba oya wage genu keeyak hukala atha eriya da ban,Bad
methanin adiyak issarahata enna epa hukola gedara yawanne,Bad
umba hithanne umba hithana tharam lesiyen mata hukanna puluwan kiyalada,Bad
me hukana balla e karapu balu wede mokakda,Bad
kukula kikilita hukala thamayi biththara hambenne,Bad
tho maha hukana kathawak mata kiwwe,Bad
aye mama umbalage oya hukana wedawalata nam udaw karanne ne,Bad
mewa maha hukana weda ban,Bad
api tokka nam tokka bokka nam bokka hariya,Good
eththa kathawa nam eka oyata adala nene,Good
paththini hella dannawada?,Good
naththal seeya me naththalata punchi hemotama thegi genawa,Good
epara mokakda oya karanna hadanne,Good
mata eyawa amathaka karanna be jana,Good
me sariya mama ammata gaththe upan dineta,Good
meka atha erenne nethi wenna hayiyen thada karala alla ganna,Good
wetena pilithuru balanna adiyak issarahata enna,Good
oya hithana tharam oka lesi wedak nam ithin hemoma karayi ne,Good
kawurun ho theneththek balu petawun pare dama gos etha,Good
aye ithin biththarayak karanna wenne kotipathiyekta witharayi,Good
me sathiye ude kathawa kawuda mata demme mama danneth ne,Good
mata podi udawwak karanna puluwanda?,Good
mokakda oya karana wedakata nethi moda harak wede,Good
meya me payiyak katha korala,Bad
tho danna payiya thama,Bad
mona payiyak genada oya dodawanne,Bad
oka oya payiyen koranta be,Bad
man danne ban eka eka payiyawal thibba mama gaththe meka,Bad
ane payiyo gihin umbe wedak balaganinko,Bad
oya kiwwa paliyata oya thiyena okkoma payiyawal kate oba ganna epa,Bad
me payiya hithan inne api methana kinan ohe inne kiyala,Bad
mama nam oya eka eka payiyo inna then gena nam dannene,Bad
mata nam oya eka eka payiyo kiyana dewal nam wedak ne mama karanne mata ona de,Bad
e payiyeyi me payiyeyi kisima wenasak mata nam penne ne,Bad
oya payiyen apita wedak weyida,Bad
payi kota nam borumayi kiyanne,Bad
ona payiyak mama nam aye oya gena hoyanne nehe,Bad
payi kapila umba gihin athana badu tika hariyata patawanawada kiyala balagena waren,Bad
meya mewa gena mokuth danne eyawa nidahas karanna,Good
tho mehe monawada karanne,Good
u sihi wikaren monawada manda dodawanawa,Good
oya wage dewal nisa boruwata hitha narak kara ganna one ne,Good
eka mama oya kiyana thena thibba hebeyi dennam eka ethana nehe,Good
kelani gange oru yanawa bala waren,Good
golubellage kate dath dahak withara thiyenawalu,Good
jeewithe api hithan inna widiyata hemadema wenne ne hebeyi api uthsaha karanna one api balaporoththu wena dewal ishta karaganna,Good
oya lamayi inna thenwala ohommama inna kohewath yanna epa mama kiyanakam,Good
mama karana kiyana hema deyakma hemotama kiya kiya karanna be,Good
ungema badu ungema nadu kisi wenasak dekkada me wenase,Good
umbatanam apita mona wunath ganak nene,Good
pacha gunaya katak eriyoth borumane kiyanne,Good
monada oya pana dagena hoyanne,Good
oya tika ikmanata loriyata patawanna,Good
umbala keriyo nam apith eeta wada keriyo thamayi hariya,Bad
mama oya wage keri weda karana eka nawathwala thiyenne,Bad
eka nam maha keri seen eka ne,Bad
keriyo innawa nam waren balanna,Bad
oya keriyanta deyak therum karala denna be,Bad
oka keriya wage hitiyata hena lamakaya ban,Bad
araki nam keri baduwa ban,Bad
me amba gediya kerima rahayi ban,Bad
mata oya keri layinne iwasanna beri,Bad
ehema keri weda karanna epa umbalath manussayo apith manussayo,Bad
eeta wediya hondayi mamama gihilla oka gihin kiwwa nam,Good
mama hithanne den oya fektariya wahala dala thiyenne,Good
owa nam apita maha loku weda neme,Good
waren yanna balanna ada mokakda tawume thiyenne kiyala,Good
eththatama e kiwwa kathawe theruma mokakda?,Good
oya wage lamaka weda karanna epa min passe,Good
araki den math ekka katha karanne ne eyi dannene,Good
iwasala iwasala berima thena ayeth iwasanna kiwwata ethakota e mangule iwarayak nene ban,Good
manussayo oya yatin gahala thiyena eka kiyawala eka karanna thiyenne,Good
me amba gaha hera thawath amba gas thibeda rajathumani?,Good
wesawiyak hinnda re ne nidi,Bad
wesakame giyapu ewn aye geta wadda gannawath epa,Bad
oka gihilla kiyapan umbe maha wesita,Bad
maha wesi thamayi me okkotama waga kiyanna one,Bad
ow ithin maha wesith oya wage ne,Bad
weso meka balagena hariyata oke liyahan,Bad
me wesiyanta mage dewalwalata egilla gahanne nethuwa ninda yanne ne,Bad
wesa genee pala methani mage desata nopenee,Bad
mata nam den eka ekata wesa weda karala ethi wela inne,Bad
wesiye eyi umba mata mehema deyak kale,Bad
ada dawase boho wehesa wu bewin ikmanata mama nindata giyemi,Good
ada thamayi geta gewideemata subha nekatha wetila thiyenne,Good
owa maha manussayangeth weradi,Good
api hemoma waga kiyanna one me maraneta,Good
ithin eeta passe hemoma sathutin wisira giya,Good
me peththe liyanna kiyanna danna kenek hoya ganna widiyak nedda?,Good
ninda noyana hendewa sonduruyida mona tharam,Good
desa pala gena kanduleli awa,Good
mata oya weda tika bara denna mama niyameta oyata karala dennam hebeyi salli one,Good
oka mehema kiwwa kiyala hariyanne nehe likithawa one,Good
eka maha taukana neethiyakne,Bad
taukanda mara dewal tikakata mata me dawas thune muhuna denna wune,Bad
apita inne maha taukana yaluwo set ekakne,Bad
taukanda mama ehema kathawak kohewath katawath kiyala nehe,Bad
taukana weda karanne api neme umbala ne,Bad
neethiyata api hemoma garu kalayuthuyi,Good
e dewale mara widiyata haskam thiyenawa,Good
karadarayak wunama nethi yaluwangen ethi wede mokakda?,Good
katawath be paradanna nam weeriyak hitha yata ethnam,Good
heta weda karana janathawa weda warayi,Good
fak mama ehema deyak hithala neme kiwwe,Bad
ayiyo fak peradunane?,Bad
fak karapu dewal okkoma wathure giya wage,Bad
ayiyo fak ne mahaththayo,Bad
fak kalin kiyanna epeyi,Bad
anith para wedak karanna gannakota poddak hithala mathala patan ganna moda weda nokara,Good
ayiyo samine mata mehema duk denna epa thawath,Good
esata nopenena kuda kshudra jeeween wathure jeewath weyi,Good
mahaththayo me para api chande denne malimawata,Good
meeta kalin mama ohoma ekak dekalawath ne me palaweniwathawa mama dekapu,Good
eyage pukata thama mama kemathi wune,Bad
eka ekata puka deela rassa ganna apita one ne,Bad
hitiyoth dekata newee dewiyoth pukata ariyi,Bad
mage puka kahanawa ban,Bad
appo oka maha pukmantha eka nisa puka parissam karagena hitapan,Bad
aru mage pukatamayi gehuwe ban,Bad
eththata meka me karapu dasa balu wedeta okage puka palanna epeyi,Bad
den karanna deyak ne api okage puka kamu,Bad
appo ada dawasama idan hitapu hinda puka ridenawa ban,Bad
kochchara lassana wunath wedak ne puka neththam,Bad
puka gena katha godak thiyenawa,Bad
puka gewanakam weda kalath kisi hondak nethi hetiyak,Bad
mama diha muna puka karan balanna epa,Bad
kumbi pukak tharamwath mole kaladak thibba nam oya wage boruwakata rewatila salli dayi e,Bad
umba danna pukak gena katha karahan ban,Bad
ona pukak hebeyi mawa nam owata gawagena thibboth balagenayi,Bad
oya ali puken behela innawa wage hesirena ewn apita nam adalama ne,Bad
berak obamth renne puken eka nisa kamak ne,Bad
puka kochchara lassana wunath wedak nene kakka yanawane,Bad
me balannako muge puke hilak,Bad
mama kemathima kiyala ekak ne mama okkotama wage kemathiyi,Good
mama den rassawak hoya ganna kiyala kee thenakata giyada eka thenakawath rassawak hambune ne,Good
mewa dewiyanta kiwwa kiyala wedak wenne ne mokada me dawaswala dewiyantath prashna ethi,Good
alla kahanawa nam salli ennawa neme thiyena tikath yana ekayi wenne,Good
hanumantha kiyanne mona gobbayekda,Good
ado mama umba kawuda kiyala danne nethuwa wihiluwata wage gehuwe,Good
dara palanna kiyala porawa gaddee thamayi mata mathak wune mata palanna dara ne kiyala,Good
api uk kamu,Good
amme mata oluwa poddak ridenawa e nisa ada panthi yanna be wage,Good
lassana dewal balanna kawuda akamethi,Good
katha godayi eth weda tikayi,Good
hondak balan wedak kaloth wenne hemadama naraka namaya,Good
muna balapuwama echchara naraka manussayek kiyala kiyanna be eth minissu muna balala wishwasa karanna be,Good
umba me ekita rewatila inne,Good
danna yaka hondayi nodanna dewiyonta wada,Good
peera aragena hondata hiramane ganna,Good
thawa tika dawasakin gan wathura behela yawee,Good
kamak ne monawa kalath mokada hithe kisi dukak ne monawa wunath,Good
kochchara adaren hitiyath dawasak enawa e adareta thitha thiyanna,Good
amme mage kalisame hilak eka mahala dennako,Good
umba math ekka ekata heminenna enna epa eka uth ekka bala ganna,Bad
umbata kiyanna beyi nam hemaniyan,Bad
anthimeta umba eka ekata hamannanna gihilla umba kelo gannawa,Bad
tho me para thamayi hondaweyin hamanna ganne,Bad
tho matath hamannala thoth heminiyan,Bad 
math owa asawen karana weda neme karanna deyak nethikamata karana weda,Good
be kiyala deyak ne uwamanawak nethikama misak,Good
an aru arakith ekka horen penala gihilla,Good
tho hithuwada me parath api enndeyi kiyala ewa hande thama mithraya,Good
thoth ekayi thoge maha ewnuth ekayi,Good
kawuru kalath owa nam maha kemri weda ban,Bad
moda pumka mokada wenne me dawaswala,Bad
appo e humtha weda karanne,Bad
appo oya pamka gena nam aye magen ahanna epa,Bad
e uththige mara layin thiyenne den,Bad
kimbi sipayiyo nisa kellekta pare behela yanna beri yugayak ewilla thiyenne,Bad
humkana palakayo nisa ratata wechcha hariya den nam hondatama ethi,Bad
me pagaya dekka kalayak mathaka ne,Bad
besik kollo adawath mage badu tika genawada?,Bad
pala humptha yanna thoth ekka aye kathawak ne,Bad
kawuru kawuruth meka mathaka thiyagaththa nam hondayi meka ape rata,Good
mokada ada hawak huwak neththe,Good
appo den bas eka gihilla peya ganak wenawa,Good
ona prashnayak ahanna kisi awlak ne,Good
den thiyenne widyawa eeta passe thiyenne gananuyi ingreesiyi,Good
perakum yugayak newathath arambawu nija bhumithale lanka,Good
chanden path karapu palakayo hariyata rata palanaya kara nam ada mehema polim wala inna one nene,Good
kalayak math oka wishwasa kara eth passe therum giya okath maha boruwak kiyala,Good
kollo kello hemotama denawa honda sinduwak,Good
mama yanna yanawa aye nam enna hithannewath ne,Good
