sentence,label
mata ada monawa hari aluth kemak hadanna hithenawa,Good
oka eyi achchara watinawa kiyanne,Good
umba okath ekka heminiyan,Bad
umba okath ekkaheminiyan,Bad
umba okath ekka palayan,Good
ane ban palayan yanna nikan boru begal eda banne nethuwa,Good
tho ekak ekath ekka heminuna ne,Bad
tho ekak ekath ekkaheminuna ne,Bad
tho ekak ekath ekka heminunane,Bad
tho ekak ekath ekkaheminunane,Bad
tho ekak ekath ekka giya ne,Good
thaththa kumburata giya,Good
meka nam the ekak bonna honda welawa,Good
ekath ekatama u hari methanadee,Good
pala pagor yanna,Bad
pala pagoryanna,Bad
palapagor yanna,Bad
palapagoryanna,Bad
pala buruwa yanna,Good
buruwa kiyana tharam moda sathek neme e,Good
api me yanna kiyala hithuwe,Good
appo wadayak wennethiwa meka aran ikamanata methanin pala,Good
ane pago mokakda den uba kiyanne,Bad
anepago mokakda den uba kiyanne,Bad
ane pagomokakda den uba kiyanne,Bad
anepagomokakda den uba kiyanne,Bad
ane sago mokakda den uba kiyanne,Good
sago mekata hari uththaraya kiyannako,Good
mokakda ban aru oya kiyanne,Good
ane dewiyani mata wathayak wennethiwa paduwe inna denna,Good
uba danna pagak katha korahan,Bad
uba dannapagak katha korahan,Bad
uba danna pagakkatha korahan,Bad
uba dannapagakkatha korahan,Bad
uba danna deyak katha korahan,Good
mama oyata deyak pennannada,Good
methana latha wennethiwa mama kiyapu de kiyapu widiyata korahan,Good
danna nodanna hemadeyakma hariyatama dena ganna,Good
